	category	country	country_short	lang	lang_short	name	region	subject	text	type	url	lat_lon
4324	National	Russia	RU	English	en	southfront	Asia	General News	southfront	webnews	https://southfront.org/	(64.6863136, 97.7453061)
4325	National	Romania	RO	Romanian	ro	curierulnational	European Union	General News	Curierul National	webnews	https://curierulnational.ro/	(44.8619934, 24.8654706)
4326	International	USA	US	English	en	actionnewsjax	North America	General News	AccessWDUN	webnews	http://www.actionnewsjax.com/	(39.7837304, -100.4458825)
4327	National	USA	US	English	en	eubioenergy	North America	General News	eu bio Energy	webnews	https://www.eubioenergy.com/	(39.7837304, -100.4458825)
4328	International	Denmark	DK	English	en	diis	European Union	General News	migration NGO3 - diis	webnews	https://www.diis.dk/en	(55.670249, 10.3333283)
4329	National	Armenia	AM	Armenian	hy	civilnet-am	Asia	General News	civilnet	webnews	https://www.civilnet.am/	(40.7696272, 44.6736646)
4330	National	Turkey	TR	Turkish	tr	birgun	EU Candidate	General News	BirGün	webnews	https://www.birgun.net/	(38.9597594, 34.9249653)
4331	National	Bulgaria	BG	Bulgarian	bg	kanal3	European Union	General News	kanal3	webnews	http://kanal3.bg/	(42.6073975, 25.4856617)
4332	National	Spain	ES	Spanish	es	elmirondesoria	European Union	General News	El Mirón de Soria	webnews	https://elmirondesoria.es/	(41.6224704, -2.83674)
4333	National	Estonia	EE	Estonian	et	kanal2	European Union	General News	Kanal 2	webnews	https://kanal2.postimees.ee//	(59.3488835, 28.171435305)
4334	National	USA	US	Spanish	es	oas	North America	General News	OEA - Organización de los Estados Americanos	webnews	http://www.oas.org/en/	(39.7837304, -100.4458825)
4335	National	Georgia	GE	Russian	ru	Cabinet-of-Ministers-ru	Asia	General News	Press Department of the Government of Abkhazia	webnews	https://km-ra.org/index.php/ru/	(41.6809707, 44.0287382)
4336	National	Venezuela	VE	Spanish	es	elsiglo	South America	General News	Diario El Siglo	webnews	http://elsiglo.com.ve/	(8.0018709, -66.1109318)
4337	National	Germany	DE	German	de	manager-magazin	European Union	General News	Manager Magazin	webnews	http://www.manager-magazin.de	(48.1130113, 11.501853390141196)
4338	National	Ireland	IE	English	en	leitrimobserver	European Union	General News	Leitrim Observer	webnews	http://www.leitrimobserver.ie/	(52.865196, -7.9794599)
4339	International	Poland	PL	Polish	pl	forbes-PL	European Union	General News	Forbes - Polish	webnews	https://www.forbes.pl/	(52.0189912, 19.19558554308718)
4340	National	Italy	IT	Italian	it	gqitalia	European Union	General News	GQ Italia	webnews	https://www.gqitalia.it/	(42.6384261, 12.674297)
4341	National	France	FR	English	en	total	European Union	General News	total	webnews	http://www.total.com/en	(45.6154512, 5.1148663)
4342	National	Georgia	GE	Georgian	ka	intermedia	Asia	General News	intermedia	webnews	http://intermedia.ge/?ref=home	(41.6809707, 44.0287382)
4343	Regional	Romania	RO	Romanian	ro	monitorulcj	European Union	General News	Monitorul de Cluj	webnews	http://www.monitorulcj.ro/	(45.9852129, 24.6859225)
4344	National	Bulgaria	BG	Bulgarian	bg	silistra	European Union	General News	silistra	webnews	http://www.silistra.bg/	(44.1191686, 27.2613605)
4345	National	Italy	IT	Italian	it	regione-marche	European Union	General News	Regione Marche	webnews	https://www.regione.marche.it/	(43.8185428, 12.988451)
4346	National	Sweden	SE	Swedish	sv	motorrad	European Union	General News	Motorrad	webnews	http://www.motorrad.se/	(59.6749712, 14.5208584)
4347	National	Russia	RU	Russian	ru	emigrados	Asia	General News	emigrados	webnews	http://emigrados.ru	(64.6863136, 97.7453061)
4348	National	Chile	CL	Spanish	es	df-CL	South America	General News	Diario Financiero	webnews	http://www.df.cl	(-31.7613365, -71.3187697)
4349	Regional	Romania	RO	Romanian	ro	monitorulbt	European Union	General News	Monitorul de Botoșani	webnews	https://www.monitorulbt.ro/	(47.7359394, 26.655640189641908)
4350	National	USA	US	English	en	lcsun-news	North America	General News	Las Cruces	webnews	https://www.lcsun-news.com/	(32.3140354, -106.7798078)
4351	National	Ukraine	UA	Russian	ru	kharkivoda-ru	Europe Other	General News	kharkivoda - russian	webnews	https://kharkivoda.gov.ua/ru	(49.4871968, 31.2718321)
4352	National	Cameroon	CM	French	fr	camerounlink	Africa	General News	Cameroun link	webnews	http://www.camerounlink.net/	(4.07859435, 9.28927618120688)
4353	National	USA	US	English	en	kualalumpurtimes	North America	General News	Kuala Lumpurtimes	webnews	http://www.kualalumpurtimes.com/	(39.7837304, -100.4458825)
4354	National	Italy	IT	Italian	it	terremarsicane	European Union	General News	Terre marsicane	webnews	https://www.terremarsicane.it/	(42.6384261, 12.674297)
4355	National	United Kingdom	GB	English	en	chemicalwatch	Europe Other	General News	Chemical Watch News	webnews	https://home.chemicalwatch.com/	(54.7023545, -3.2765753)
4356	National	Italy	IT	Italian	it	meteobook-it	European Union	General News	Previsioni meteo Italia- Meteobook	webnews	http://meteobook.it/	(42.6384261, 12.674297)
4357	National	USA	US	English	en	dailyvoice-northernvalley	North America	General News	Northern Valley Daily Voice	webnews	http://northernvalley.dailyvoice.com/	(39.7837304, -100.4458825)
4358	National	Slovenia	SI	Slovenian	sl	cosmopolitan	European Union	General News	Cosmopolitan	webnews	http://www.cosmopolitan.si/	(45.8133113, 14.4808369)
4359	National	Lebanon	LB	Arabic	ar	tayyar	Middle East	General News	tayyar - Lebanon	webnews	http://www.tayyar.org/tayyar	(33.8750629, 35.843409)
4360	National	Syria	SY	Arabic	ar	Sana-ar	Middle East	General News	SANA - Syrian Arab News Agency  (Arabic)	webnews	http://www.sana.sy/	(34.6401861, 39.0494106)
4361	Regional	Italy	IT	Italian	it	abruzzoindependent	European Union	General News	Abruzzo Independent	webnews	http://www.abruzzoindependent.it/	(42.6384261, 12.674297)
4362	National	Portugal	PT	Portuguese	pt	diariopopular	European Union	General News	Diário Popular	webnews	http://www.diariopopular.com.br/	(40.0332629, -7.8896263)
4363	National	Ivory Coast	CI	French	fr	linfodrome	Africa	General News	linfodrome	webnews	http://www.linfodrome.com/	(7.9897371, -5.5679458)
4364	National	Angola	AO	Portuguese	pt	radioecclesia	Africa	General News	Radio Ecclesia	webnews	http://www.radioecclesia.org	(-11.8775768, 17.5691241)
4365	International	France	FR	French	fr	sur-la-plage	European Union	General News	Sur la plage : le site d'infos sur les plages du monde ! Actualités, webcams...	webnews	http://www.sur-la-plage.com/	(46.603354, 1.8883335)
4366	International	Greece	GR	Modern Greek (1453-)	el	AlphaTV	European Union	General News	AlphaTV	webnews	https://www.alphatv.gr/	(38.9953683, 21.9877132)
4367	National	Hungary	HU	English	en	budapesttimes	European Union	General News	The Budapest Times	webnews	https://www.budapesttimes.hu/	(47.1817585, 19.5060937)
4368	National	Uganda	UG	English	en	newvision	Africa	General News	The New Vision	webnews	http://www.newvision.co.ug	(0.3214971, 32.6225942698674)
4369	International	Spain	ES	Spanish	es	noticiasdenavarra	European Union	General News	Noticias de Navarra	webnews	http://www.noticiasdenavarra.com/	(39.3262345, -4.8380649)
4370	National	Argentina	AR	Spanish	es	eldiarionuevodia	South America	General News	Nuevo Día Santa Cruz	webnews	http://www.eldiarionuevodia.com.ar/	(-34.9964963, -64.9672817)
4371	National	Latvia	LV	Latvian	lv	vestnesis	European Union	General News	Latvijas Vestnesis	webnews	http://lv.lv/	(56.8406494, 24.7537645)
4372	National	Nicaragua	NI	Spanish	es	articulo66	Central America	General News	Artículo 66	webnews	https://www.articulo66.com/	(12.6090157, -85.2936911)
4373	National	Turkey	TR	Turkish	tr	corumhakimiyet	EU Candidate	General News	Çorum Hakimiyet Gazetesi	webnews	http://www.corumhakimiyet.net/	(38.9597594, 34.9249653)
4374	National	Italy	IT	Italian	it	europeanaffairs-it	European Union	General News	055Firenze	webnews	http://www.europeanaffairs.it/	(42.6384261, 12.674297)
4375	National	France	FR	English	en	cnrs	European Union	General News	cnrs	webnews	http://www.cnrs.fr/en	(48.84755265, 2.2640402034678724)
4376	National	Venezuela	VE	Spanish	es	telesurtv	South America	General News	teleSUR	webnews	http://www.telesurtv.net/	(10.50022195, -66.81843951003813)
4377	National	Belgium	BE	Dutch	nl	milieurapport	European Union	General News	milieurapport	webnews	https://www.milieurapport.be/	(50.6402809, 4.6667145)
4378	National	France	FR	French	fr	lagazettedescommunes	European Union	General News	La Gazette des Communes des Départements des Régions	webnews	http://www.lagazettedescommunes.com/	(46.603354, 1.8883335)
4379	National	Spain	ES	Spanish	es	telecinco	European Union	General News	telecinco - Spanish TV News	webnews	https://www.telecinco.es/	(39.3262345, -4.8380649)
4380	National	Romania	RO	English	en	mediafax-en	European Union	General News	Mediafax (english)	webnews	https://www.mediafax.ro/english/	(45.9852129, 24.6859225)
4381	National	Chile	CL	Spanish	es	cooperativa	South America	General News	Radio Cooperativa	webnews	http://www.cooperativa.cl/	(-33.4397312, -70.67657854999999)
4382	International	Sweden	SE	Swedish	sv	24timmar	European Union	General News	24timmar	webnews	http://www.24timmar.se/	(59.6749712, 14.5208584)
4383	National	Russia	RU	Russian	ru	militarynews-ru	Asia	General News	militarynews	webnews	http://militarynews.ru/default.asp?lang=rus	(64.6863136, 97.7453061)
4384	National	Germany	DE	English	en	liberalforum	European Union	General News	migration NGO - ELF	webnews	http://www.liberalforum.eu/	(51.0834196, 10.4234469)
4385	National	Portugal	PT	Portuguese	pt	policiajudiciaria	European Union	General News	POLÍCIA JUDICIÁRIA	webnews	http://www.policiajudiciaria.pt/	(38.729136749999995, -9.142541656965722)
4386	National	Portugal	PT	Portuguese	pt	tvi24	European Union	General News	tvi 24	webnews	http://www.tvi24.iol.pt/	(41.11105445, -8.59690757481604)
4387	National	USA	US	English	en	whig	North America	General News	whig	webnews	http://www.whig.com/	(34.0014937, -81.0334292)
4388	National	Peru	PE	Spanish	es	elperuano	South America	General News	El Peruano	webnews	http://www.elperuano.com.pe/edicion/	(-12.0129085, -77.0075891)
4389	National	Italy	IT	Italian	it	ilnord	European Union	General News	Il Nord	webnews	http://www.ilnord.it/	(45.4443405, 9.20469716769724)
4390	National	Canada	CA	English	en	chathamdailynews	North America	General News	Chatham Daily News	webnews	http://www.chathamdailynews.ca/	(61.0666922, -107.9917071)
4391	National	USA	US	Arabic	ar	cnnarabic	North America	General News	CNN Arabic news	webnews	http://arabic.cnn.com/	(39.7837304, -100.4458825)
4392	National	Germany	DE	German	de	boell	European Union	General News	migration NGO - Heinrich Böll Foundation	webnews	https://www.boell.de/en/topics/migration	(51.0834196, 10.4234469)
4393	National	Georgia	GE	Georgian	ka	amerikiskhma	Asia	General News	amerikiskhma	webnews	https://www.amerikiskhma.com/	(41.6809707, 44.0287382)
4394	National	Sweden	SE	Swedish	sv	kristdemokraterna	European Union	General News	kristdemokraterna	webnews	https://www.kristdemokraterna.se/	(59.325339, 18.0664881)
4395	International	Paraguay	PY	Spanish	es	UltimaHora	South America	General News	Ultima Hora	webnews	http://www.ultimahora.com/	(-25.2790762, -57.63705)
4396	National	Sweden	SE	Swedish	sv	publikt	European Union	General News	Publikt	webnews	http://www.publikt.se/	(59.6749712, 14.5208584)
4397	International	Japan	JP	Japanese	ja	minyu-net	Asia	General News	Fukushima Minyu	webnews	http://www.minyu-net.com/	(36.5748441, 139.2394179)
4398	National	Bulgaria	BG	Bulgarian	bg	agro-bg	European Union	General News	agro	webnews	http://agro.bg/	(43.55261415, 27.825999974678666)
4399	National	United Kingdom	GB	English	en	nature-micronano	Europe Other	General News	Nature -  microsystems & nanoengineering	webnews	https://www.nature.com/micronano/	(54.7023545, -3.2765753)
4400	National	Brazil	BR	Portuguese	pt	radios	South America	General News	radios	webnews	http://radios.ebc.com.br/	(-9.3821585, -37.9977884)
4401	National	Moldova	MD	Romanian	ro	publika	Europe Other	General News	Publika	webnews	http://www.publika.md/	(47.0182529, 28.799923974766763)
4402	National	Saint Vincent and the Grenadines	VC	English	en	thevincentian	Central America	General News	The Vincentian	webnews	http://thevincentian.com/	(12.90447, -61.2765569)
4403	National	France	FR	French	fr	nordlittoral	European Union	General News	Nord Littoral	webnews	https://www.nordlittoral.fr/	(43.339585, 5.3465597951895925)
4404	National	Mexico	MX	Spanish	es	debate	North America	General News	El Debate	webnews	http://www.debate.com.mx/index.html	(23.2499678, -106.41957998725334)
4405	National	USA	US	English	en	treehugger	North America	General News	TreeHugger The way forward is here	webnews	https://www.treehugger.com/	(39.7837304, -100.4458825)
4406	National	Croatia	HR	Croatian	hr	novilist	European Union	General News	Novi list	webnews	http://novilist.hr/Vijesti	(45.336441199999996, 14.41673268816228)
4407	National	Kenya	KE	English	en	kenya-today	Africa	General News	Kenya Today	webnews	http://www.kenya-today.com/	(1.4419683, 38.4313975)
4408	International	Vietnam	VN	English	en	vietnamhumanrights	Asia	General News	Vietnam Human Rights Network	webnews	http://www.vietnamhumanrights.net/	(13.2904027, 108.4265113)
4409	Regional	Netherlands	NL	Dutch	nl	visserijnieuws	European Union	General News	visserijnieuws	webnews	https://www.visserijnieuws.nl/	(52.5001698, 5.7480821)
4410	National	Bulgaria	BG	Bulgarian	bg	press-mvr	European Union	General News	Bulgaria Ministry of Interior	webnews	https://www.mvr.bg/	(42.6073975, 25.4856617)
4411	National	USA	US	English	en	cp24	North America	General News	cp24	webnews	http://www.cp24.com/	(39.7837304, -100.4458825)
4412	International	Gabon	GA	French	fr	legrigriinternational	Africa	General News	Le Gri-Gri International Satirique africain francophone	webnews	http://www.legrigriinternational.com/	(-0.8999695, 11.6899699)
4413	National	Italy	IT	Italian	it	ilgiornale-elezioni	European Union	General News	Il Giornale  - ELEZIONI	webnews	http://www.ilgiornale.it/	(42.6384261, 12.674297)
4414	Local	Italy	IT	Italian	it	agensir	European Union	General News	AgenSIR	webnews	https://www.agensir.it/	(42.6384261, 12.674297)
4415	National	Mexico	MX	Spanish	es	elpaso	North America	General News	El Diario	webnews	http://diario.mx/	(31.6226491, -106.3959103)
4416	International	Peru	PE	Spanish	es	ElComercio	South America	General News	El Comercio Perú	webnews	https://elcomercio.pe/	(-7.1574845, -78.5180687)
4417	National	Thailand	TH	English	en	thaipbs	Asia	General News	Thai PBS English News	webnews	https://www.thaipbsworld.com/	(14.8971921, 100.83273)
4418	National	USA	US	English	en	claimsjournal	North America	General News	Claims Journal - Insurance news and resources for the claims industry	webnews	https://www.claimsjournal.com/	(39.7837304, -100.4458825)
4419	National	Belarus	BY	Russian	ru	realt	Europe Other	General News	realt	webnews	http://realt.by/	(53.9485577, 27.6109414)
4420	National	Sweden	SE	Swedish	sv	nwt	European Union	General News	nwt	webnews	https://www.nwt.se/	(59.3811095, 13.4877265)
4421	National	Belgium	BE	English	en	ecre	European Union	General News	migration NGO - European Council on Refugees and Exiles (ECRE)	webnews	https://www.ecre.org/	(50.6402809, 4.6667145)
4422	National	Russia	RU	Russian	ru	caucasustimes	Asia	General News	Caucasus Times	webnews	http://caucasustimes.com/ru/	(64.6863136, 97.7453061)
4423	National	United Kingdom	GB	English	en	nature-nathumbehav	Europe Other	General News	Nature - Human Behaviour	webnews	https://www.nature.com/nathumbehav	(54.7023545, -3.2765753)
4424	National	USA	US	English	en	lancastereaglegazette	North America	General News	Lancaster Eagle Gazette	webnews	http://www.lancastereaglegazette.com/	(39.7837304, -100.4458825)
4425	National	Georgia	GE	Georgian	ka	palitravideo	Asia	General News	Palitra-TV-Radio	webnews	https://www.palitravideo.ge/	(41.6809707, 44.0287382)
4426	National	North Macedonia	MK	Macedonian	mk	kurir	EU Candidate	General News	Kurir	webnews	http://kurir.mk/	(41.6171214, 21.7168387)
4427	National	Armenia	AM	English	en	solaron-am	Asia	General News	SolarOn	webnews	https://solaron.am/	(40.5128363, 45.0437783)
4428	Local	Spain	ES	Spanish	es	laprovincia	European Union	General News	La Provincia	webnews	http://www.laprovincia.es/	(39.6208638, -4.4892414)
4429	National	Sweden	SE	Swedish	sv	nvp	European Union	General News	nvp	webnews	http://www.nvp.se/	(59.6749712, 14.5208584)
4430	National	Ukraine	UA	Ukrainian	uk	news-online-uk	Europe Other	General News	news online ua	webnews	http://news.online.ua/ukr/	(49.4871968, 31.2718321)
4431	National	United Kingdom	GB	English	en	nature-npjcompumats	Europe Other	General News	Nature - npj Computational Materials	webnews	https://www.nature.com/npjcompumats/	(54.7023545, -3.2765753)
4432	National	Sweden	SE	Swedish	sv	via-tt-se	European Union	General News	Via TT	webnews	https://via.tt.se/	(61.8156724, 17.2053246)
4433	National	Sweden	SE	English	en	nordea	European Union	General News	Nordea	webnews	http://www.nordea.com/en/index.html	(59.4034216, 17.94763)
4434	Local	Romania	RO	Hungarian	hu	maszol	European Union	General News	Új magyar szó	webnews	http://maszol.ro	(45.9852129, 24.6859225)
4435	National	Italy	IT	English	en	advancedfleetmanagementconsulting	European Union	General News	advanced fleet management consulting	webnews	https://advancedfleetmanagementconsulting.com/eng/	(42.6384261, 12.674297)
4436	International	Congo, The Democratic Republic of the	CD	French	fr	monusco-fr	Africa	General News	D.R.C. (MONUSCO) UN Mission - french	webnews	http://monusco.unmissions.org/	(None, None)
4437	National	USA	US	English	en	streetinsider	North America	General News	StreetInsider.com	webnews	https://www.streetinsider.com/	(39.7837304, -100.4458825)
4438	National	India	IN	Arabic	ar	forbesmiddleeast	Asia	General News	Forbes middle east	webnews	https://www.forbesmiddleeast.com/	(22.3511148, 78.6677428)
4439	Regional	Netherlands	NL	Dutch	nl	amsterdamcentraal	European Union	General News	Amsterdam Centraal	webnews	http://www.amsterdamcentraal.nl/	(52.378901, 4.9005805)
4440	National	USA	US	English	en	airport-world	North America	General News	Airport World	webnews	https://airport-world.com/news/	(38.8512154, -77.0396930556152)
4441	National	Ireland	IE	English	en	theirishworld	European Union	General News	The Irish World	webnews	http://www.theirishworld.com	(52.67817925, -8.5694177547124)
4442	Local	Romania	RO	Romanian	ro	curier	European Union	General News	curier - Arges	webnews	http://www.curier.ro/	(45.9852129, 24.6859225)
4443	National	Italy	IT	Italian	it	vendingnews	European Union	General News	Vendingnews	webnews	https://www.vendingnews.it/	(42.6384261, 12.674297)
4444	Local	Italy	IT	Italian	it	laprovinciadilecco	European Union	General News	La provincia di Lecco	webnews	http://www.laprovinciadilecco.it/	(45.9005485, 9.41202482143963)
4445	National	Sweden	SE	Swedish	sv	qimtek	European Union	General News	qimtek	webnews	http://www.qimtek.se/	(59.6749712, 14.5208584)
4446	National	Latvia	LV	Latvian	lv	ntz	European Union	General News	Neatkarīgās Tukuma Ziņas	webnews	http://www.ntz.lv	(56.8406494, 24.7537645)
4447	National	USA	US	English	en	dailynews	North America	General News	The Los Angeles Daily News	webnews	http://www.dailynews.com/	(39.7837304, -100.4458825)
4448	National	Lebanon	LB	Arabic	ar	aljadeed	Middle East	General News	Al-Jadeed	webnews	http://aljadeed.tv/arabic	(33.8868451, 35.5037945)
4449	National	Austria	AT	English	en	ecoi	European Union	General News	ECOI	webnews	https://www.ecoi.net/	(47.2000338, 13.199959)
4450	National	Russia	RU	Russian	ru	ntv	Asia	General News	ntv	webnews	https://www.ntv.ru/	(55.8166039, 37.6195302)
4451	National	Poland	PL	Polish	pl	nto	European Union	General News	Nowa Trybuna Opolska	webnews	http://www.nto.pl/	(50.664254400000004, 17.91952163809944)
4452	National	China	CN	English	en	ecns	Asia	General News	ecns	webnews	http://www.ecns.cn/	(35.000074, 104.999927)
4453	National	Venezuela	VE	Spanish	es	notiactual	South America	General News	Minuto a minuto	webnews	http://minutoaminuto.com.ve/	(8.0018709, -66.1109318)
4454	National	Bulgaria	BG	Bulgarian	bg	news	European Union	General News	news.bg	webnews	https://news.bg/	(42.1437544, 24.7508085)
4455	Regional	El Salvador	SV	Spanish	es	diariocolatino	Central America	General News	Diario Co Latino	webnews	http://www.diariocolatino.com/	(13.8000382, -88.9140683)
4456	National	Cyprus	CY	Modern Greek (1453-)	el	typos	European Union	General News	Typos	webnews	http://www.typos.com.cy/	(34.9823018, 33.1451285)
4457	National	Russia	RU	Russian	ru	nsn	Asia	General News	nsn	webnews	http://nsn.fm/	(64.6863136, 97.7453061)
4458	National	Sweden	SE	Swedish	sv	nsk	European Union	General News	Norra Skåne	webnews	https://www.nsk.se/	(59.1030111, 12.9411801)
4459	National	Finland	FI	English	en	poliisi-en	European Union	General News	Poliisi - English Version	webnews	https://www.poliisi.fi/en	(63.2467777, 25.9209164)
4460	National	Sweden	SE	Swedish	sv	attention-riks	European Union	General News	Riksförbundet Attention	webnews	http://attention-riks.se/	(59.6749712, 14.5208584)
4461	National	Sweden	SE	Swedish	sv	gu-se	European Union	General News	Göteborgs universitet	webnews	http://www.gu.se/	(57.6985351, 11.971248152778458)
4462	Local	Italy	IT	Italian	it	varese7press	European Union	General News	varese7press	webnews	http://www.varese7press.it	(42.6384261, 12.674297)
4463	National	Italy	IT	Italian	it	lafrecciaverde	European Union	General News	La Freccia Verde	webnews	http://www.lafrecciaverde.it/	(42.6384261, 12.674297)
4464	National	Germany	DE	English	en	ecmi	European Union	General News	migration NGO - European Centre for Minority Issues	webnews	https://www.ecmi.de/	(51.0834196, 10.4234469)
4465	National	Belgium	BE	English	en	tporganics	European Union	General News	TP Organics	webnews	http://tporganics.eu/	(51.1239188, 4.9624727130958775)
4466	Local	Italy	IT	Italian	it	quotidianosanita	European Union	General News	Quotidianosanita	webnews	http://www.quotidianosanita.it/	(42.6384261, 12.674297)
4467	National	USA	US	English	en	contactmusic	North America	General News	Contactmusic	webnews	http://www.contactmusic.com/	(39.7837304, -100.4458825)
4468	Regional	Poland	PL	Polish	pl	poznangazeta	European Union	General News	poznangazeta	webnews	http://poznan.gazeta.pl/poznan/0,0.html	(52.0189912, 19.19558554308718)
4469	National	Italy	IT	Italian	it	ilcittadinodimessina	European Union	General News	Il Cittadino di Messina	webnews	http://www.ilcittadinodimessina.it/	(42.6384261, 12.674297)
4470	National	Palestine, State of	PS	English	en	palestinewater	Middle East	General News	Palestine Post	webnews	http://palestinewater.com/	(31.5222707, 34.45575183651453)
4471	National	USA	US	English	en	baltimore-cbslocal	North America	General News	CBS Baltimore	webnews	http://baltimore.cbslocal.com/	(39.3796089, -76.6565464)
4472	National	Netherlands	NL	Dutch	nl	nrc	European Union	General News	NRC Handelsblad	webnews	https://www.nrc.nl/	(52.5001698, 5.7480821)
4473	National	Latvia	LV	Latvian	lv	nra	European Union	General News	Neatkarīgā Rīta Avīze	webnews	https://nra.lv/	(56.8406494, 24.7537645)
4474	National	USA	US	English	en	epolitics	North America	General News	Epolitics	webnews	http://www.epolitics.com/	(39.7837304, -100.4458825)
4475	Local	Romania	RO	Romanian	ro	obiectivbr	European Union	General News	Obiectiv Vocea Brailei	webnews	http://www.obiectivbr.ro/	(45.9852129, 24.6859225)
4476	National	Italy	IT	Italian	it	mashable	European Union	General News	mashable	webnews	https://it.mashable.com/	(42.6384261, 12.674297)
4477	National	Bulgaria	BG	Bulgarian	bg	publics	European Union	General News	publics	webnews	http://www.publics.bg/	(42.6073975, 25.4856617)
4478	National	USA	US	Chinese	zh	ntdtv	North America	General News	Sina Broadcasting	webnews	http://www.ntdtv.com/	(39.7837304, -100.4458825)
4479	National	Russia	RU	Ukrainian	uk	objectiv	Asia	General News	Objectiv	webnews	http://www.objectiv.tv/	(64.6863136, 97.7453061)
4480	International	United Kingdom	GB	English	en	middleeastmonitor	Europe Other	General News	Middle east monitor	webnews	https://www.middleeastmonitor.com/	(51.52970105, -0.08618884935254736)
4481	National	Angola	AO	Portuguese	pt	novojornal	Africa	General News	Novo Jornal	webnews	http://novojornal.co.ao	(-11.8775768, 17.5691241)
4482	National	Belgium	BE	English	en	WssTP	European Union	General News	WssTP	webnews	https://watereurope.eu/	(50.6402809, 4.6667145)
4483	National	France	FR	French	fr	monde-diplomatique	European Union	General News	Le Monde diplomatique	webnews	http://www.monde-diplomatique.fr/	(48.83365295, 2.3601602200345715)
4484	International	Italy	IT	Italian	it	larena	European Union	General News	L'arena	webnews	https://www.larena.it/	(41.1917181, 16.64852648473603)
4485	National	Estonia	EE	Estonian	et	jarvateataja-postimees	European Union	General News	Järva Teataja	webnews	https://jarvateataja.postimees.ee/	(58.8875397, 25.5681604)
4486	National	Japan	JP	Japanese	ja	oita-press	Asia	General News	Oita-press	webnews	http://www.oita-press.co.jp/	(36.5748441, 139.2394179)
4487	National	United Kingdom	GB	English	en	icWales	Europe Other	General News	icWales	webnews	http://www.walesonline.co.uk/	(54.7023545, -3.2765753)
4488	National	United Kingdom	GB	English	en	nature-pcan	Europe Other	General News	Nature - Prostate Cancer and Prostatic Diseases	webnews	https://www.nature.com/pcan/	(54.7023545, -3.2765753)
4489	National	USA	US	English	en	npr	North America	General News	NPR - National Public Radio	webnews	https://www.npr.org/	(39.7837304, -100.4458825)
4490	National	Angola	AO	English	en	makaangola-en	Africa	General News	Maka Angola	webnews	https://www.makaangola.org/en/	(-11.8775768, 17.5691241)
4491	National	USA	US	English	en	ladailypost	North America	General News	La daily post	webnews	http://www.ladailypost.com/	(46.7174769, -97.9762117)
4492	Local	Italy	IT	Italian	it	lecconotizie	European Union	General News	Lecco Notizie	webnews	http://www.lecconotizie.com/	(42.6384261, 12.674297)
4493	National	Spain	ES	Spanish	es	rtve-alacarta	European Union	General News	Radio Televisión A la carta	webnews	http://www.rtve.es/alacarta/	(39.3262345, -4.8380649)
4494	National	United Kingdom	GB	English	en	npi	Europe Other	General News	migration NGO3 - New Policy Institute	webnews	https://www.npi.org.uk/	(54.7023545, -3.2765753)
4495	National	Belgium	BE	Dutch	nl	nieuwsblad	European Union	General News	Nieuwsblad	webnews	http://www.nieuwsblad.be	(50.859109950000004, 4.415146279244142)
4496	National	Austria	AT	German	de	graz	European Union	General News	graz.at | Willkommen in Graz! - Stadtportal der Landeshauptstadt Graz	webnews	https://www.graz.at/	(47.2000338, 13.199959)
4497	International	USA	US	English	en	masslive	North America	General News	Mass Live	webnews	http://www.masslive.com/#/0	(39.7837304, -100.4458825)
4498	National	Italy	IT	Italian	it	scienzainrete	European Union	General News	Scienza in rete	webnews	https://www.scienzainrete.it/	(42.6384261, 12.674297)
4499	National	Hungary	HU	Hungarian	hu	somogyihirlap	European Union	General News	Somogyi Hírlap	webnews	http://www.sonline.hu/	(47.1817585, 19.5060937)
4500	National	Italy	IT	Italian	it	key4biz	European Union	General News	Key4biz	webnews	http://www.key4biz.it/	(42.6384261, 12.674297)
4501	National	Thailand	TH	Thai	th	kapook	Asia	General News	kapook	webnews	https://www.kapook.com/	(14.8971921, 100.83273)
4502	International	Japan	JP	English	en	jiia-jp	Asia	General News	migration NGO3 - JIIA - EN	webnews	http://www2.jiia.or.jp/en/	(36.5748441, 139.2394179)
4503	National	Moldova	MD	Romanian	ro	noi	Europe Other	General News	Noi	webnews	http://www.noi.md/	(46.9616112, 29.0592334)
4504	National	Spain	ES	Spanish	es	lasexta	European Union	General News	LA SEXTA TV	webnews	https://www.lasexta.com/	(39.6705346, -1.6125794)
4505	National	Austria	AT	German	de	wassenaar	European Union	General News	The wassenaar arrangement	webnews	https://www.wassenaar.org/	(47.2000338, 13.199959)
4506	National	France	FR	English	en	nweurope	European Union	General News	nweurope	webnews	https://www.nweurope.eu/	(46.603354, 1.8883335)
4507	National	Malaysia	MY	Chinese	zh	malaysiakini-zh	Asia	General News	Malaysiakini news - Chinese	webnews	http://www.malaysiakini.com/cn	(4.5693754, 102.2656823)
4508	National	USA	US	English	en	fox19	North America	General News	FOX 19	webnews	https://www.fox19.com/	(44.0013726, -69.6296961)
4509	National	Zambia	ZM	English	en	timesofzambia	Africa	General News	Times of Zambia	webnews	http://www.times.co.zm	(-14.5186239, 27.5599164)
4510	National	Japan	JP	Japanese	ja	nnn	Asia	General News	Nihonkai Shimbun	webnews	http://www.nnn.co.jp/	(36.5748441, 139.2394179)
4511	International	United Kingdom	GB	English	en	nerc	Europe Other	General News	NERC representing the UK Research Council	webnews	http://www.nerc.ac.uk/	(54.7023545, -3.2765753)
